[2025-10-16 17:46:28] ✅ All tables dropped and created successfully.
[2025-10-16 17:59:42] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\punjab\2023\1.json
[2025-10-16 17:59:42] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\punjab\2023\2.json
[2025-10-16 17:59:42] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\punjab\2023\3.json
[2025-10-16 17:59:42] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\punjab\2023\4.json
[2025-10-16 17:59:42] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\punjab\2024\1.json
[2025-10-16 17:59:42] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\punjab\2024\2.json
[2025-10-16 17:59:42] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\punjab\2024\3.json
[2025-10-16 17:59:42] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\punjab\2024\4.json
[2025-10-16 17:59:43] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2018\1.json
[2025-10-16 17:59:43] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2018\2.json
[2025-10-16 17:59:44] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2018\3.json
[2025-10-16 17:59:45] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2018\4.json
[2025-10-16 17:59:46] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2019\1.json
[2025-10-16 17:59:47] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2019\2.json
[2025-10-16 17:59:47] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2019\3.json
[2025-10-16 17:59:48] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2019\4.json
[2025-10-16 17:59:49] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2020\1.json
[2025-10-16 17:59:50] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2020\2.json
[2025-10-16 17:59:51] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2020\3.json
[2025-10-16 17:59:51] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2020\4.json
[2025-10-16 17:59:52] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2021\1.json
[2025-10-16 17:59:53] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2021\2.json
[2025-10-16 17:59:53] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2021\3.json
[2025-10-16 17:59:54] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2021\4.json
[2025-10-16 17:59:55] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2022\1.json
[2025-10-16 17:59:55] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2022\2.json
[2025-10-16 17:59:55] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2022\3.json
[2025-10-16 17:59:55] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2022\4.json
[2025-10-16 17:59:55] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2023\1.json
[2025-10-16 17:59:55] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2023\2.json
[2025-10-16 17:59:55] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2023\3.json
[2025-10-16 17:59:55] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2023\4.json
[2025-10-16 17:59:55] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2024\1.json
[2025-10-16 17:59:55] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2024\2.json
[2025-10-16 17:59:55] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2024\3.json
[2025-10-16 17:59:55] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\rajasthan\2024\4.json
[2025-10-16 17:59:56] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2018\1.json
[2025-10-16 17:59:56] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2018\2.json
[2025-10-16 17:59:57] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2018\3.json
[2025-10-16 17:59:58] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2018\4.json
[2025-10-16 17:59:59] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2019\1.json
[2025-10-16 17:59:59] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2019\2.json
[2025-10-16 18:00:00] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2019\3.json
[2025-10-16 18:00:01] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2019\4.json
[2025-10-16 18:00:01] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2020\1.json
[2025-10-16 18:00:02] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2020\2.json
[2025-10-16 18:00:03] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2020\3.json
[2025-10-16 18:00:04] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2020\4.json
[2025-10-16 18:00:05] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2021\1.json
[2025-10-16 18:00:05] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2021\2.json
[2025-10-16 18:00:06] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2021\3.json
[2025-10-16 18:00:07] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2021\4.json
[2025-10-16 18:00:07] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2022\1.json
[2025-10-16 18:00:07] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2022\2.json
[2025-10-16 18:00:07] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2022\3.json
[2025-10-16 18:00:07] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2022\4.json
[2025-10-16 18:00:07] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2023\1.json
[2025-10-16 18:00:07] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2023\2.json
[2025-10-16 18:00:07] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2023\3.json
[2025-10-16 18:00:07] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2023\4.json
[2025-10-16 18:00:07] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2024\1.json
[2025-10-16 18:00:07] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2024\2.json
[2025-10-16 18:00:07] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2024\3.json
[2025-10-16 18:00:07] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\sikkim\2024\4.json
[2025-10-16 18:00:08] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2018\1.json
[2025-10-16 18:00:09] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2018\2.json
[2025-10-16 18:00:10] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2018\3.json
[2025-10-16 18:00:10] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2018\4.json
[2025-10-16 18:00:11] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2019\1.json
[2025-10-16 18:00:12] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2019\2.json
[2025-10-16 18:00:13] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2019\3.json
[2025-10-16 18:00:13] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2019\4.json
[2025-10-16 18:00:14] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2020\1.json
[2025-10-16 18:00:15] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2020\2.json
[2025-10-16 18:00:16] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2020\3.json
[2025-10-16 18:00:16] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2020\4.json
[2025-10-16 18:00:17] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2021\1.json
[2025-10-16 18:00:18] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2021\2.json
[2025-10-16 18:00:19] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2021\3.json
[2025-10-16 18:00:19] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2021\4.json
[2025-10-16 18:00:20] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2022\1.json
[2025-10-16 18:00:20] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2022\2.json
[2025-10-16 18:00:20] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2022\3.json
[2025-10-16 18:00:20] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2022\4.json
[2025-10-16 18:00:20] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2023\1.json
[2025-10-16 18:00:20] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2023\2.json
[2025-10-16 18:00:20] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2023\3.json
[2025-10-16 18:00:20] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2023\4.json
[2025-10-16 18:00:20] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2024\1.json
[2025-10-16 18:00:20] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2024\2.json
[2025-10-16 18:00:20] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2024\3.json
[2025-10-16 18:00:20] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tamil-nadu\2024\4.json
[2025-10-16 18:00:21] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2018\1.json
[2025-10-16 18:00:22] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2018\2.json
[2025-10-16 18:00:22] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2018\3.json
[2025-10-16 18:00:23] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2018\4.json
[2025-10-16 18:00:24] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2019\1.json
[2025-10-16 18:00:25] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2019\2.json
[2025-10-16 18:00:26] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2019\3.json
[2025-10-16 18:00:27] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2019\4.json
[2025-10-16 18:00:27] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2020\1.json
[2025-10-16 18:00:28] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2020\2.json
[2025-10-16 18:00:29] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2020\3.json
[2025-10-16 18:00:30] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2020\4.json
[2025-10-16 18:00:30] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2021\1.json
[2025-10-16 18:00:31] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2021\2.json
[2025-10-16 18:00:32] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2021\3.json
[2025-10-16 18:00:32] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2021\4.json
[2025-10-16 18:00:33] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2022\1.json
[2025-10-16 18:00:33] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2022\2.json
[2025-10-16 18:00:33] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2022\3.json
[2025-10-16 18:00:33] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2022\4.json
[2025-10-16 18:00:33] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2023\1.json
[2025-10-16 18:00:33] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2023\2.json
[2025-10-16 18:00:33] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2023\3.json
[2025-10-16 18:00:33] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2023\4.json
[2025-10-16 18:00:33] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2024\1.json
[2025-10-16 18:00:33] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2024\2.json
[2025-10-16 18:00:33] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2024\3.json
[2025-10-16 18:00:33] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\telangana\2024\4.json
[2025-10-16 18:00:34] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2018\1.json
[2025-10-16 18:00:35] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2018\2.json
[2025-10-16 18:00:36] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2018\3.json
[2025-10-16 18:00:37] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2018\4.json
[2025-10-16 18:00:37] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2019\1.json
[2025-10-16 18:00:38] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2019\2.json
[2025-10-16 18:00:39] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2019\3.json
[2025-10-16 18:00:40] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2019\4.json
[2025-10-16 18:00:41] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2020\1.json
[2025-10-16 18:00:41] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2020\2.json
[2025-10-16 18:00:42] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2020\3.json
[2025-10-16 18:00:43] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2020\4.json
[2025-10-16 18:00:43] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2021\1.json
[2025-10-16 18:00:44] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2021\2.json
[2025-10-16 18:00:45] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2021\3.json
[2025-10-16 18:00:45] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2021\4.json
[2025-10-16 18:00:46] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2022\1.json
[2025-10-16 18:00:46] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2022\2.json
[2025-10-16 18:00:46] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2022\3.json
[2025-10-16 18:00:46] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2022\4.json
[2025-10-16 18:00:46] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2023\1.json
[2025-10-16 18:00:46] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2023\2.json
[2025-10-16 18:00:46] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2023\3.json
[2025-10-16 18:00:46] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2023\4.json
[2025-10-16 18:00:46] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2024\1.json
[2025-10-16 18:00:46] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2024\2.json
[2025-10-16 18:00:46] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2024\3.json
[2025-10-16 18:00:46] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\tripura\2024\4.json
[2025-10-16 18:00:47] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2018\1.json
[2025-10-16 18:00:48] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2018\2.json
[2025-10-16 18:00:48] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2018\3.json
[2025-10-16 18:00:49] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2018\4.json
[2025-10-16 18:00:50] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2019\1.json
[2025-10-16 18:00:50] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2019\2.json
[2025-10-16 18:00:51] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2019\3.json
[2025-10-16 18:00:52] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2019\4.json
[2025-10-16 18:00:53] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2020\1.json
[2025-10-16 18:00:53] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2020\2.json
[2025-10-16 18:00:54] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2020\3.json
[2025-10-16 18:00:55] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2020\4.json
[2025-10-16 18:00:56] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2021\1.json
[2025-10-16 18:00:57] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2021\2.json
[2025-10-16 18:00:57] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2021\3.json
[2025-10-16 18:00:58] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2021\4.json
[2025-10-16 18:00:59] ✅ Inserted 11 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2022\1.json
[2025-10-16 18:00:59] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2022\2.json
[2025-10-16 18:00:59] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2022\3.json
[2025-10-16 18:00:59] ✅ Inserted 0 rows for aggregated_user: D:\Labmentix\Phone Pay\pulse\data\aggregated\user\country\india\state\uttar-pradesh\2022\4.json
