[2025-10-16 17:46:28] ✅ All tables dropped and created successfully.
[2025-10-16 17:47:25] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\bihar\2022\3.json
[2025-10-16 17:47:26] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\bihar\2022\4.json
[2025-10-16 17:47:26] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\bihar\2023\1.json
[2025-10-16 17:47:27] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\bihar\2023\2.json
[2025-10-16 17:47:27] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\bihar\2023\3.json
[2025-10-16 17:47:27] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\bihar\2023\4.json
[2025-10-16 17:47:28] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\bihar\2024\1.json
[2025-10-16 17:47:28] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\bihar\2024\2.json
[2025-10-16 17:47:28] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\bihar\2024\3.json
[2025-10-16 17:47:29] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\bihar\2024\4.json
[2025-10-16 17:47:29] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2018\1.json
[2025-10-16 17:47:30] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2018\2.json
[2025-10-16 17:47:30] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2018\3.json
[2025-10-16 17:47:30] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2018\4.json
[2025-10-16 17:47:31] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2019\1.json
[2025-10-16 17:47:31] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2019\2.json
[2025-10-16 17:47:32] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2019\3.json
[2025-10-16 17:47:32] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2019\4.json
[2025-10-16 17:47:32] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2020\1.json
[2025-10-16 17:47:33] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2020\2.json
[2025-10-16 17:47:33] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2020\3.json
[2025-10-16 17:47:33] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2020\4.json
[2025-10-16 17:47:34] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2021\1.json
[2025-10-16 17:47:34] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2021\2.json
[2025-10-16 17:47:34] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2021\3.json
[2025-10-16 17:47:35] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2021\4.json
[2025-10-16 17:47:35] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2022\1.json
[2025-10-16 17:47:35] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2022\2.json
[2025-10-16 17:47:36] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2022\3.json
[2025-10-16 17:47:36] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2022\4.json
[2025-10-16 17:47:36] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2023\1.json
[2025-10-16 17:47:37] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2023\2.json
[2025-10-16 17:47:37] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2023\3.json
[2025-10-16 17:47:38] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2023\4.json
[2025-10-16 17:47:38] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2024\1.json
[2025-10-16 17:47:38] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2024\2.json
[2025-10-16 17:47:39] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2024\3.json
[2025-10-16 17:47:39] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chandigarh\2024\4.json
[2025-10-16 17:47:39] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2018\1.json
[2025-10-16 17:47:40] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2018\2.json
[2025-10-16 17:47:40] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2018\3.json
[2025-10-16 17:47:40] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2018\4.json
[2025-10-16 17:47:41] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2019\1.json
[2025-10-16 17:47:41] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2019\2.json
[2025-10-16 17:47:41] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2019\3.json
[2025-10-16 17:47:42] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2019\4.json
[2025-10-16 17:47:42] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2020\1.json
[2025-10-16 17:47:43] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2020\2.json
[2025-10-16 17:47:43] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2020\3.json
[2025-10-16 17:47:43] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2020\4.json
[2025-10-16 17:47:44] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2021\1.json
[2025-10-16 17:47:44] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2021\2.json
[2025-10-16 17:47:44] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2021\3.json
[2025-10-16 17:47:45] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2021\4.json
[2025-10-16 17:47:45] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2022\1.json
[2025-10-16 17:47:45] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2022\2.json
[2025-10-16 17:47:46] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2022\3.json
[2025-10-16 17:47:46] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2022\4.json
[2025-10-16 17:47:46] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2023\1.json
[2025-10-16 17:47:47] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2023\2.json
[2025-10-16 17:47:47] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2023\3.json
[2025-10-16 17:47:48] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2023\4.json
[2025-10-16 17:47:48] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2024\1.json
[2025-10-16 17:47:48] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2024\2.json
[2025-10-16 17:47:49] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2024\3.json
[2025-10-16 17:47:49] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\chhattisgarh\2024\4.json
[2025-10-16 17:47:49] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2018\1.json
[2025-10-16 17:47:50] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2018\2.json
[2025-10-16 17:47:50] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2018\3.json
[2025-10-16 17:47:50] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2018\4.json
[2025-10-16 17:47:51] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2019\1.json
[2025-10-16 17:47:51] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2019\2.json
[2025-10-16 17:47:51] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2019\3.json
[2025-10-16 17:47:52] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2019\4.json
[2025-10-16 17:47:52] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2020\1.json
[2025-10-16 17:47:52] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2020\2.json
[2025-10-16 17:47:53] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2020\3.json
[2025-10-16 17:47:53] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2020\4.json
[2025-10-16 17:47:54] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2021\1.json
[2025-10-16 17:47:54] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2021\2.json
[2025-10-16 17:47:54] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2021\3.json
[2025-10-16 17:47:55] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2021\4.json
[2025-10-16 17:47:55] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2022\1.json
[2025-10-16 17:47:55] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2022\2.json
[2025-10-16 17:47:56] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2022\3.json
[2025-10-16 17:47:56] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2022\4.json
[2025-10-16 17:47:57] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2023\1.json
[2025-10-16 17:47:57] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2023\2.json
[2025-10-16 17:47:57] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2023\3.json
[2025-10-16 17:47:58] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2023\4.json
[2025-10-16 17:47:58] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2024\1.json
[2025-10-16 17:47:59] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2024\2.json
[2025-10-16 17:47:59] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2024\3.json
[2025-10-16 17:47:59] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2024\4.json
[2025-10-16 17:48:00] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\delhi\2018\1.json
[2025-10-16 17:48:00] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\delhi\2018\2.json
[2025-10-16 17:48:00] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\delhi\2018\3.json
[2025-10-16 17:48:01] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\delhi\2018\4.json
[2025-10-16 17:48:01] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\delhi\2019\1.json
[2025-10-16 17:48:01] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\delhi\2019\2.json
[2025-10-16 17:48:02] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\delhi\2019\3.json
[2025-10-16 17:48:02] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\delhi\2019\4.json
[2025-10-16 17:48:02] ✅ Inserted 5 rows for aggregated_transaction: D:\Labmentix\Phone Pay\pulse\data\aggregated\transaction\country\india\state\delhi\2020\1.json
